ID,Name,Race,MaxHitPoints,MaxShields,MaxEnergy,RegeneratesHp,AirWeaponName,GroundWeaponName,Armor,ArmorUpgrade,UnitSize,RequiredTech,RequiresCreep,RequiresPsi,CloakingTech,HasPermanentCloak,BuildScore,BuildTime,DestroyScore,Acceleration,HaltDistance,TopSpeed,TurnRadius,CanAttack,CanBuildAddon,CanMove,CanProduce,Width,Height,DimensionDown,DimensionLeft,DimensionRight,DimensionUp,TileWidth,TileHeight,MineralPrice,GasPrice,SpaceProvided,SpaceRequired,SupplyProvided,SupplyRequired,IsAddon,IsBeacon,IsBuilding,IsBurrowable,IsCloakable,IsCritter,IsDetector,IsFlagBeacon,IsFlyer,IsFlyingBuilding,IsHero,IsInvincible,IsMechanical,IsMineralField,IsNeutral,IsOrganic,IsPowerup,IsRefinery,IsResourceContainer,IsResourceDepot,IsRobotic,IsSpecialBuilding,IsSpell,IsSpellcaster,IsTwoUnitsInOneEgg,IsWorker,ProducesCreep,ProducesLarva,SeekRange,SightRange,MaxGroundHits,MaxAirHits,Abilities,Upgrades,BuildsWhat,ReseachesWhat,UpgradesWhat,RequiredUnits
35,Zerg_Larva,Zerg,25,0,0,TRUE,None,None,10,Zerg_Carapace,Small,None,FALSE,FALSE,None,FALSE,0,1,10,1,1,0,20,FALSE,FALSE,TRUE,FALSE,16,16,7,8,7,8,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,128,0,0,None,Zerg_Carapace,Zerg_Hydralisk/Zerg_Defiler/Zerg_Drone/Zerg_Mutalisk/Zerg_Overlord/Zerg_Zergling/Zerg_Queen/Zerg_Ultralisk/Zerg_Scourge,None,None,Zerg_Hatchery|1
36,Zerg_Egg,Zerg,200,0,0,FALSE,None,None,10,Zerg_Carapace,Medium,None,FALSE,FALSE,None,FALSE,0,1,25,0,0,0,0,FALSE,FALSE,FALSE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,128,0,0,None,Zerg_Carapace,None,None,None,Zerg_Larva|1
37,Zerg_Zergling,Zerg,35,0,0,TRUE,None,Claws,0,Zerg_Carapace,Small,None,FALSE,FALSE,None,FALSE,25,420,50,1,1,5.49,27,TRUE,FALSE,TRUE,FALSE,16,16,11,8,7,4,1,1,50,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,96,160,1,0,Burrowing,Metabolic_Boost/Zerg_Carapace/Zerg_Melee_Attacks/Adrenal_Glands,None,None,None,Zerg_Larva|1/Zerg_Spawning_Pool|1
38,Zerg_Hydralisk,Zerg,80,0,0,TRUE,Needle_Spines,Needle_Spines,0,Zerg_Carapace,Medium,None,FALSE,FALSE,None,FALSE,125,420,350,1,1,3.66,27,TRUE,FALSE,TRUE,FALSE,21,23,12,10,10,10,1,1,75,25,0,2,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,192,1,1,Burrowing,Zerg_Missile_Attacks/Zerg_Carapace/Muscular_Augments/Grooved_Spines,Zerg_Lurker,None,None,Zerg_Larva|1/Zerg_Hydralisk_Den|1
39,Zerg_Ultralisk,Zerg,400,0,0,TRUE,None,Kaiser_Blades,1,Zerg_Carapace,Large,None,FALSE,FALSE,None,FALSE,650,900,1300,1,1,5.12,40,TRUE,FALSE,TRUE,FALSE,38,32,15,19,18,16,2,2,200,200,0,4,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,None,Zerg_Carapace/Zerg_Melee_Attacks/Chitinous_Plating/Anabolic_Synthesis,None,None,None,Zerg_Larva|1/Zerg_Ultralisk_Cavern|1
40,Zerg_Broodling,Zerg,30,0,0,TRUE,None,Toxic_Spores,0,Zerg_Carapace,Small,None,FALSE,FALSE,None,FALSE,0,1,25,1,1,6,27,TRUE,FALSE,TRUE,FALSE,19,19,9,9,9,9,1,1,1,1,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,160,1,0,None,Zerg_Carapace/Zerg_Melee_Attacks,None,None,None,None
41,Zerg_Drone,Zerg,40,0,0,TRUE,None,Spines,0,Zerg_Carapace,Small,None,FALSE,FALSE,None,FALSE,50,300,100,67,12227,4.92,40,TRUE,FALSE,TRUE,FALSE,23,23,11,11,11,11,1,1,50,0,0,1,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,224,1,0,Burrowing,Zerg_Carapace,Zerg_Hydralisk_Den/Zerg_Creep_Colony/Zerg_Defiler_Mound/Zerg_Hatchery/Zerg_Evolution_Chamber/Zerg_Extractor/Zerg_Spawning_Pool/Zerg_Nydus_Canal/Zerg_Queens_Nest/Zerg_Spire/Zerg_Ultralisk_Cavern,None,None,Zerg_Larva|1
42,Zerg_Overlord,Zerg,200,0,0,TRUE,None,None,0,Zerg_Flyer_Carapace,Large,None,FALSE,FALSE,None,FALSE,100,600,200,27,840,0.83,20,FALSE,FALSE,TRUE,FALSE,50,50,24,25,24,25,2,2,100,0,8,255,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,288,0,0,None,Zerg_Flyer_Carapace/Ventral_Sacs/Antennae/Pneumatized_Carapace,None,None,None,Zerg_Larva|1
43,Zerg_Mutalisk,Zerg,120,0,0,TRUE,Glave_Wurm,Glave_Wurm,0,Zerg_Flyer_Carapace,Small,None,FALSE,FALSE,None,FALSE,300,600,600,67,21745,6.67,40,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,100,100,0,255,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,1,None,Zerg_Flyer_Attacks/Zerg_Flyer_Carapace,Zerg_Guardian/Zerg_Devourer,None,None,Zerg_Larva|1/Zerg_Spire|1
44,Zerg_Guardian,Zerg,150,0,0,TRUE,None,Acid_Spore,2,Zerg_Flyer_Carapace,Large,None,FALSE,FALSE,None,FALSE,550,600,1100,27,7585,2.5,20,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,50,100,0,255,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,352,1,0,None,Zerg_Flyer_Attacks/Zerg_Flyer_Carapace,None,None,None,Zerg_Mutalisk|1/Zerg_Greater_Spire|1
45,Zerg_Queen,Zerg,120,0,200,TRUE,None,None,0,Zerg_Flyer_Carapace,Medium,None,FALSE,FALSE,None,FALSE,400,750,800,67,21745,6.67,40,FALSE,FALSE,TRUE,FALSE,48,48,23,24,23,24,2,2,100,100,0,255,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,256,320,0,0,Infestation/Spawn_Broodlings/Ensnare/Parasite,Zerg_Flyer_Carapace/Gamete_Meiosis,None,None,None,Zerg_Larva|1/Zerg_Queens_Nest|1
46,Zerg_Defiler,Zerg,80,0,200,TRUE,None,None,1,Zerg_Carapace,Medium,None,FALSE,FALSE,None,FALSE,225,750,450,1,1,4,27,FALSE,FALSE,TRUE,FALSE,27,25,12,13,13,12,1,1,50,150,0,2,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,320,0,0,Burrowing/Dark_Swarm/Plague/Consume,Zerg_Carapace/Metasynaptic_Node,None,None,None,Zerg_Larva|1/Zerg_Defiler_Mound|1
47,Zerg_Scourge,Zerg,25,0,0,TRUE,Suicide_Scourge,None,0,Zerg_Flyer_Carapace,Small,None,FALSE,FALSE,None,FALSE,100,450,200,107,13616,6.67,40,TRUE,FALSE,TRUE,FALSE,24,24,11,12,11,12,1,1,25,75,0,255,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,96,160,0,1,None,Zerg_Flyer_Carapace,None,None,None,Zerg_Larva|1/Zerg_Spire|1
48,Hero_Torrasque,Zerg,800,0,0,TRUE,None,Kaiser_Blades_Torrasque,4,Zerg_Carapace,Large,None,FALSE,FALSE,None,FALSE,0,1800,2600,1,1,5.12,40,TRUE,FALSE,TRUE,FALSE,38,32,15,19,18,16,2,2,400,400,0,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,None,Zerg_Carapace/Zerg_Melee_Attacks,None,None,None,None
49,Hero_Matriarch,Zerg,300,0,250,TRUE,None,None,3,Zerg_Flyer_Carapace,Medium,None,FALSE,FALSE,None,FALSE,0,1500,1600,67,21745,6.67,40,FALSE,FALSE,TRUE,FALSE,48,48,23,24,23,24,2,2,200,300,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,256,320,0,0,Infestation/Spawn_Broodlings/Ensnare/Parasite,Zerg_Flyer_Carapace,None,None,None,None
50,Zerg_Infested_Terran,Zerg,60,0,0,TRUE,None,Suicide_Infested_Terran,0,Zerg_Carapace,Small,None,FALSE,FALSE,None,FALSE,200,600,400,1,1,5.82,40,TRUE,FALSE,TRUE,FALSE,17,20,10,8,8,9,1,1,100,50,0,1,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,160,1,0,Burrowing,Zerg_Carapace,None,None,None,Zerg_Infested_Command_Center|1
51,Hero_Infested_Kerrigan,Zerg,400,0,250,TRUE,None,Claws_Infested_Kerrigan,2,Zerg_Carapace,Small,None,FALSE,FALSE,Personnel_Cloaking,FALSE,0,1500,4000,1,1,4,40,TRUE,FALSE,TRUE,FALSE,15,22,11,7,7,10,1,1,200,300,0,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,96,288,1,0,Personnel_Cloaking/Ensnare/Psionic_Storm/Consume,Zerg_Carapace/Zerg_Melee_Attacks,None,None,None,None
52,Hero_Unclean_One,Zerg,250,0,250,TRUE,None,None,3,Zerg_Carapace,Medium,None,FALSE,FALSE,None,FALSE,0,1500,900,1,1,4,27,FALSE,FALSE,TRUE,FALSE,27,25,12,13,13,12,1,1,50,200,0,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,320,0,0,Burrowing/Dark_Swarm/Plague/Consume,Zerg_Carapace,None,None,None,None
53,Hero_Hunter_Killer,Zerg,160,0,0,TRUE,Needle_Spines_Hunter_Killer,Needle_Spines_Hunter_Killer,2,Zerg_Carapace,Medium,None,FALSE,FALSE,None,FALSE,0,780,500,1,1,3.66,27,TRUE,FALSE,TRUE,FALSE,21,23,12,10,10,10,1,1,150,50,0,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,1,1,Burrowing,Zerg_Missile_Attacks/Zerg_Carapace,None,None,None,None
54,Hero_Devouring_One,Zerg,120,0,0,TRUE,None,Claws_Devouring_One,3,Zerg_Carapace,Small,None,FALSE,FALSE,None,FALSE,0,840,100,1,1,5.49,27,TRUE,FALSE,TRUE,FALSE,16,16,11,8,7,4,1,1,100,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,96,160,1,0,Burrowing,Zerg_Carapace/Zerg_Melee_Attacks,None,None,None,None
55,Hero_Kukulza_Mutalisk,Zerg,300,0,0,TRUE,Glave_Wurm_Kukulza,Glave_Wurm_Kukulza,3,Zerg_Flyer_Carapace,Small,None,FALSE,FALSE,None,FALSE,0,1200,1200,67,21745,6.67,40,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,200,200,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,1,None,Zerg_Flyer_Attacks/Zerg_Flyer_Carapace,None,None,None,None
56,Hero_Kukulza_Guardian,Zerg,400,0,0,TRUE,None,Acid_Spore_Kukulza,4,Zerg_Flyer_Carapace,Large,None,FALSE,FALSE,None,FALSE,0,1200,2200,27,7585,2.5,20,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,100,200,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,352,1,0,None,Zerg_Flyer_Attacks/Zerg_Flyer_Carapace,None,None,None,None
57,Hero_Yggdrasill,Zerg,1000,0,0,TRUE,None,None,4,Zerg_Flyer_Carapace,Large,None,FALSE,FALSE,None,FALSE,0,1200,400,27,840,0.83,20,FALSE,FALSE,TRUE,FALSE,50,50,24,25,24,25,2,2,200,0,8,255,60,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,352,0,0,None,Zerg_Flyer_Carapace,None,None,None,None
58,Terran_Valkyrie,Terran,200,0,0,FALSE,Halo_Rockets,None,2,Terran_Ship_Plating,Large,None,FALSE,FALSE,None,FALSE,400,750,800,65,21901,6.6,30,TRUE,FALSE,TRUE,FALSE,49,37,20,24,24,16,2,2,250,125,0,255,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,4,None,Terran_Ship_Plating/Terran_Ship_Weapons,None,None,None,Terran_Starport|1/Terran_Control_Tower|1/Terran_Armory|1
59,Zerg_Cocoon,Zerg,200,0,0,FALSE,None,None,0,Zerg_Carapace,Large,None,FALSE,FALSE,None,FALSE,0,1,1100,0,0,0,0,FALSE,FALSE,FALSE,FALSE,32,32,15,16,15,16,1,1,1,1,0,255,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,128,0,0,None,Zerg_Carapace,None,None,None,Zerg_Mutalisk|1/Zerg_Greater_Spire|1
60,Protoss_Corsair,Protoss,100,80,200,FALSE,Neutron_Flare,None,1,Protoss_Air_Armor,Medium,None,FALSE,FALSE,None,FALSE,350,600,700,67,17067,6.67,30,TRUE,FALSE,TRUE,FALSE,36,32,15,18,17,16,1,1,150,100,0,255,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,288,288,0,1,Disruption_Web,Argus_Jewel/Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor,None,None,None,Protoss_Stargate|1
61,Protoss_Dark_Templar,Protoss,80,40,0,FALSE,None,Warp_Blades,1,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,TRUE,325,750,650,27,13474,4.92,40,TRUE,FALSE,TRUE,FALSE,24,26,19,12,11,6,1,1,125,100,0,2,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,1,0,Dark_Archon_Meld,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,Protoss_Dark_Archon,None,None,Protoss_Gateway|1/Protoss_Templar_Archives|1
62,Zerg_Devourer,Zerg,250,0,0,TRUE,Corrosive_Acid,None,2,Zerg_Flyer_Carapace,Large,None,FALSE,FALSE,None,FALSE,550,600,1100,48,17067,5,30,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,150,50,0,255,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,224,320,0,1,None,Zerg_Flyer_Attacks/Zerg_Flyer_Carapace,None,None,None,Zerg_Mutalisk|1/Zerg_Greater_Spire|1
63,Protoss_Dark_Archon,Protoss,25,200,200,FALSE,None,None,1,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,650,300,1300,160,5120,4.92,40,FALSE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,0,0,0,4,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,224,320,0,0,Mind_Control/Feedback/Maelstrom,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor/Argus_Talisman,None,None,None,Protoss_Dark_Templar|2
64,Protoss_Probe,Protoss,20,20,0,FALSE,None,Particle_Beam,0,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,50,300,100,67,12227,4.92,40,TRUE,FALSE,TRUE,FALSE,23,23,11,11,11,11,1,1,50,0,0,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,256,1,0,None,Protoss_Plasma_Shields/Protoss_Ground_Armor,Protoss_Nexus/Protoss_Arbiter_Tribunal/Protoss_Assimilator/Protoss_Citadel_of_Adun/Protoss_Cybernetics_Core/Protoss_Fleet_Beacon/Protoss_Forge/Protoss_Gateway/Protoss_Observatory/Protoss_Photon_Cannon/Protoss_Pylon/Protoss_Robotics_Facility/Protoss_Robotics_Support_Bay/Protoss_Shield_Battery/Protoss_Stargate/Protoss_Templar_Archives,None,None,Protoss_Nexus|1
65,Protoss_Zealot,Protoss,100,60,0,FALSE,None,Psi_Blades,1,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,100,600,200,1,1,4,40,TRUE,FALSE,TRUE,FALSE,23,19,13,11,11,5,1,1,100,0,0,2,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,224,2,0,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor/Leg_Enhancements,None,None,None,Protoss_Gateway|1
66,Protoss_Dragoon,Protoss,100,80,0,FALSE,Phase_Disruptor,Phase_Disruptor,1,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,250,750,500,1,1,5,40,TRUE,FALSE,TRUE,FALSE,32,32,16,15,16,15,1,1,125,50,0,4,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,1,1,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor/Singularity_Charge,None,None,None,Protoss_Gateway|1/Protoss_Cybernetics_Core|1
67,Protoss_High_Templar,Protoss,40,40,200,FALSE,None,None,0,Protoss_Ground_Armor,Small,None,FALSE,FALSE,None,FALSE,350,750,700,27,13474,3.2,40,FALSE,FALSE,TRUE,FALSE,24,24,13,12,11,10,1,1,50,150,0,2,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,96,224,0,0,Psionic_Storm/Hallucination/Archon_Warp,Protoss_Plasma_Shields/Protoss_Ground_Armor/Khaydarin_Amulet,Protoss_Archon,None,None,Protoss_Gateway|1/Protoss_Templar_Archives|1
68,Protoss_Archon,Protoss,10,350,0,FALSE,Psionic_Shockwave,Psionic_Shockwave,0,Protoss_Ground_Armor,Large,None,FALSE,FALSE,None,FALSE,700,300,1400,160,5120,4.92,40,TRUE,FALSE,TRUE,FALSE,32,32,15,16,15,16,1,1,0,0,0,4,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,256,1,1,None,Protoss_Plasma_Shields/Protoss_Ground_Weapons/Protoss_Ground_Armor,None,None,None,Protoss_High_Templar|2
69,Protoss_Shuttle,Protoss,80,60,0,FALSE,None,None,1,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,200,900,400,17,37756,4.43,20,FALSE,FALSE,TRUE,FALSE,40,32,15,20,19,16,2,1,200,0,8,255,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,0,0,None,Protoss_Plasma_Shields/Protoss_Air_Armor/Gravitic_Drive,None,None,None,Protoss_Robotics_Facility|1
70,Protoss_Scout,Protoss,150,100,0,FALSE,Anti_Matter_Missiles,Dual_Photon_Blasters,0,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,650,1200,1300,48,17067,5,30,TRUE,FALSE,TRUE,FALSE,36,32,15,18,17,16,2,1,275,125,0,255,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,256,1,1,None,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor/Apial_Sensors/Gravitic_Thrusters,None,None,None,Protoss_Stargate|1
71,Protoss_Arbiter,Protoss,200,150,200,FALSE,Phase_Disruptor_Cannon,Phase_Disruptor_Cannon,1,Protoss_Air_Armor,Large,None,FALSE,FALSE,None,FALSE,1025,2400,2050,33,24824,5,40,TRUE,FALSE,TRUE,FALSE,44,44,21,22,21,22,2,2,100,350,0,255,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,288,1,1,Recall/Stasis_Field,Protoss_Plasma_Shields/Protoss_Air_Weapons/Protoss_Air_Armor/Khaydarin_Core,None,None,None,Protoss_Stargate|1/Protoss_Arbiter_Tribunal|1
